country, quarter, value$
"OECD - Total", "2013-Q4", 7.676594
"OECD - Total", "2014-Q1", 7.585406
"OECD - Total", "2014-Q2", 7.379516
"OECD - Total", "2014-Q3", 7.317223
"OECD - Total", "2014-Q4", 7.12653
"OECD - Total", "2015-Q1", 6.971456
"OECD - Total", "2015-Q2", 6.866043
"OECD - Total", "2015-Q3", 6.68836
"OECD - Total", "2015-Q4", 6.562915
"OECD - Total", "2016-Q1", 6.456252
"OECD - Total", "2016-Q2", 6.342827
"OECD - Total", "2016-Q3", 6.32601
"OECD - Total", "2016-Q4", 6.195108
"Euro area (19 countries)", "1990-Q3", 7.64437
"Euro area (19 countries)", "1990-Q4", 7.759975
"Euro area (19 countries)", "1991-Q1", 7.809998
"Euro area (19 countries)", "1991-Q2", 7.797903
"Euro area (19 countries)", "1991-Q3", 7.809618
"Euro area (19 countries)", "1991-Q4", 7.943071
"Euro area (19 countries)", "1992-Q1", 8.157794
"Euro area (19 countries)", "1992-Q2", 8.291388
"Euro area (19 countries)", "1992-Q3", 8.584929
"Euro area (19 countries)", "1992-Q4", 8.994887
"Euro area (19 countries)", "1993-Q1", 9.533334
"Euro area (19 countries)", "1993-Q2", 10.03333
"Euro area (19 countries)", "1993-Q3", 10.4
"Euro area (19 countries)", "1993-Q4", 10.7
"Euro area (19 countries)", "1994-Q1", 10.86667
"Euro area (19 countries)", "1994-Q2", 10.9
"Euro area (19 countries)", "1994-Q3", 10.83333
"Euro area (19 countries)", "1994-Q4", 10.83333
"Euro area (19 countries)", "1995-Q1", 10.66667
"Euro area (19 countries)", "1995-Q2", 10.6
"Euro area (19 countries)", "1995-Q3", 10.63333
"Euro area (19 countries)", "1995-Q4", 10.7
"Euro area (19 countries)", "1996-Q1", 10.76667
"Euro area (19 countries)", "1996-Q2", 10.8
"Euro area (19 countries)", "1996-Q3", 10.8
"Euro area (19 countries)", "1996-Q4", 10.8
"Euro area (19 countries)", "1997-Q1", 10.83333
"Euro area (19 countries)", "1997-Q2", 10.83333
"Euro area (19 countries)", "1997-Q3", 10.7
"Euro area (19 countries)", "1997-Q4", 10.63333
"Euro area (19 countries)", "1998-Q1", 10.5
"Euro area (19 countries)", "1998-Q2", 10.73333
"Euro area (19 countries)", "1998-Q3", 10.56667
"Euro area (19 countries)", "1998-Q4", 10.4
"Euro area (19 countries)", "1999-Q1", 10.13333
"Euro area (19 countries)", "1999-Q2", 9.933333
"Euro area (19 countries)", "1999-Q3", 9.7
"Euro area (19 countries)", "1999-Q4", 9.5
"Euro area (19 countries)", "2000-Q1", 9.3
"Euro area (19 countries)", "2000-Q2", 9.0
"Euro area (19 countries)", "2000-Q3", 8.766666
"Euro area (19 countries)", "2000-Q4", 8.5
"Euro area (19 countries)", "2001-Q1", 8.3
"Euro area (19 countries)", "2001-Q2", 8.3
"Euro area (19 countries)", "2001-Q3", 8.3
"Euro area (19 countries)", "2001-Q4", 8.366667
"Euro area (19 countries)", "2002-Q1", 8.466666
"Euro area (19 countries)", "2002-Q2", 8.6
"Euro area (19 countries)", "2002-Q3", 8.666667
"Euro area (19 countries)", "2002-Q4", 8.8
"Euro area (19 countries)", "2003-Q1", 9.0
"Euro area (19 countries)", "2003-Q2", 9.066667
"Euro area (19 countries)", "2003-Q3", 9.066667
"Euro area (19 countries)", "2003-Q4", 9.133333
"Euro area (19 countries)", "2004-Q1", 9.266666
"Euro area (19 countries)", "2004-Q2", 9.266666
"Euro area (19 countries)", "2004-Q3", 9.233334
"Euro area (19 countries)", "2004-Q4", 9.266666
"Euro area (19 countries)", "2005-Q1", 9.133333
"Euro area (19 countries)", "2005-Q2", 9.2
"Euro area (19 countries)", "2005-Q3", 9.033334
"Euro area (19 countries)", "2005-Q4", 8.966666
"Euro area (19 countries)", "2006-Q1", 8.766666
"Euro area (19 countries)", "2006-Q2", 8.466666
"Euro area (19 countries)", "2006-Q3", 8.266666
"Euro area (19 countries)", "2006-Q4", 8.0
"Euro area (19 countries)", "2007-Q1", 7.8
"Euro area (19 countries)", "2007-Q2", 7.5
"Euro area (19 countries)", "2007-Q3", 7.466667
"Euro area (19 countries)", "2007-Q4", 7.333333
"Euro area (19 countries)", "2008-Q1", 7.266667
"Euro area (19 countries)", "2008-Q2", 7.433333
"Euro area (19 countries)", "2008-Q3", 7.566667
"Euro area (19 countries)", "2008-Q4", 8.066667
"Euro area (19 countries)", "2009-Q1", 9.0
"Euro area (19 countries)", "2009-Q2", 9.6
"Euro area (19 countries)", "2009-Q3", 9.9
"Euro area (19 countries)", "2009-Q4", 10.13333
"Euro area (19 countries)", "2010-Q1", 10.2
"Euro area (19 countries)", "2010-Q2", 10.26667
"Euro area (19 countries)", "2010-Q3", 10.2
"Euro area (19 countries)", "2010-Q4", 10.13333
"Euro area (19 countries)", "2011-Q1", 10.03333
"Euro area (19 countries)", "2011-Q2", 9.966666
"Euro area (19 countries)", "2011-Q3", 10.23333
"Euro area (19 countries)", "2011-Q4", 10.6
"Euro area (19 countries)", "2012-Q1", 10.93333
"Euro area (19 countries)", "2012-Q2", 11.3
"Euro area (19 countries)", "2012-Q3", 11.5
"Euro area (19 countries)", "2012-Q4", 11.8
"Euro area (19 countries)", "2013-Q1", 12.0
"Euro area (19 countries)", "2013-Q2", 12.1
"Euro area (19 countries)", "2013-Q3", 12.0
"Euro area (19 countries)", "2013-Q4", 11.93333
"Euro area (19 countries)", "2014-Q1", 11.86667
"Euro area (19 countries)", "2014-Q2", 11.6
"Euro area (19 countries)", "2014-Q3", 11.53333
"Euro area (19 countries)", "2014-Q4", 11.43333
"Euro area (19 countries)", "2015-Q1", 11.2
"Euro area (19 countries)", "2015-Q2", 11.03333
"Euro area (19 countries)", "2015-Q3", 10.7
"Euro area (19 countries)", "2015-Q4", 10.53333
"Euro area (19 countries)", "2016-Q1", 10.33333
"Euro area (19 countries)", "2016-Q2", 10.13333
"Euro area (19 countries)", "2016-Q3", 9.933333
"Euro area (19 countries)", "2016-Q4", 9.666667
"Latvia", "1998-Q2", 14.36667
"Latvia", "1998-Q3", 14.1
"Latvia", "1998-Q4", 13.73333
"Latvia", "1999-Q1", 13.76667
"Latvia", "1999-Q2", 13.83333
"Latvia", "1999-Q3", 14.13333
"Latvia", "1999-Q4", 14.43333
"Latvia", "2000-Q1", 14.33333
"Latvia", "2000-Q2", 14.36667
"Latvia", "2000-Q3", 14.36667
"Latvia", "2000-Q4", 14.43333
"Latvia", "2001-Q1", 13.8
"Latvia", "2001-Q2", 13.1
"Latvia", "2001-Q3", 13.13333
"Latvia", "2001-Q4", 13.76667
"Latvia", "2002-Q1", 12.6
"Latvia", "2002-Q2", 13.56667
"Latvia", "2002-Q3", 11.53333
"Latvia", "2002-Q4", 12.23333
"Latvia", "2003-Q1", 11.3
"Latvia", "2003-Q2", 11.8
"Latvia", "2003-Q3", 12.4
"Latvia", "2003-Q4", 11.06667
"Latvia", "2004-Q1", 11.8
"Latvia", "2004-Q2", 11.4
"Latvia", "2004-Q3", 11.8
"Latvia", "2004-Q4", 11.96667
"Latvia", "2005-Q1", 11.06667
"Latvia", "2005-Q2", 10.06667
"Latvia", "2005-Q3", 10.03333
"Latvia", "2005-Q4", 8.866667
"Latvia", "2006-Q1", 8.133333
"Latvia", "2006-Q2", 6.933333
"Latvia", "2006-Q3", 6.433333
"Latvia", "2006-Q4", 6.533333
"Latvia", "2007-Q1", 6.633333
"Latvia", "2007-Q2", 6.133333
"Latvia", "2007-Q3", 5.966667
"Latvia", "2007-Q4", 5.466667
"Latvia", "2008-Q1", 6.333333
"Latvia", "2008-Q2", 6.5
"Latvia", "2008-Q3", 7.766667
"Latvia", "2008-Q4", 10.46667
"Latvia", "2009-Q1", 13.56667
"Latvia", "2009-Q2", 17.23333
"Latvia", "2009-Q3", 19.46667
"Latvia", "2009-Q4", 20.2
"Latvia", "2010-Q1", 20.33333
"Latvia", "2010-Q2", 20.36667
"Latvia", "2010-Q3", 19.16667
"Latvia", "2010-Q4", 18.06667
"Latvia", "2011-Q1", 16.83333
"Latvia", "2011-Q2", 17.06667
"Latvia", "2011-Q3", 15.56667
"Latvia", "2011-Q4", 15.3
"Latvia", "2012-Q1", 15.63333
"Latvia", "2012-Q2", 16.26667
"Latvia", "2012-Q3", 14.0
"Latvia", "2012-Q4", 14.2
"Latvia", "2013-Q1", 12.5
"Latvia", "2013-Q2", 11.46667
"Latvia", "2013-Q3", 12.0
"Latvia", "2013-Q4", 11.46667
"Latvia", "2014-Q1", 11.43333
"Latvia", "2014-Q2", 10.7
"Latvia", "2014-Q3", 10.83333
"Latvia", "2014-Q4", 10.33333
"Latvia", "2015-Q1", 9.833333
"Latvia", "2015-Q2", 9.8
"Latvia", "2015-Q3", 9.966666
"Latvia", "2015-Q4", 9.933333
"Latvia", "2016-Q1", 9.866667
"Latvia", "2016-Q2", 9.566667
"Latvia", "2016-Q3", 9.8
"Latvia", "2016-Q4", 9.666667
